instance_id,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam
insttri200_1_2,190.0,1025.0,0.1854,1024.0,0.999,2.0,6.0,5.3947,2.0,6.0,5.3947,1.0,0.0053,189.0,0.9947,1.0,0.0053,189.0,0.9947,2.0,0.0105,188.0,0.9895,3.0,0.0158,3.0,0.0158,0.0,0.0,2.0,10.0,108.2,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0
insttri200_121_3,189.0,887.0,0.2131,772.0,0.8703,1.0,6.0,4.6931,2.0,6.0,4.6931,87.0,0.4603,102.0,0.5397,71.0,0.3757,118.0,0.6243,90.0,0.4762,99.0,0.5238,8.0,0.0423,7.0,0.037,0.0,0.0,2.0,12.0,94.9286,2.0,2.0,4.0,2.0,19.0,13.8372,2.0,19.0,14.0732
insttri200_121_5,189.0,887.0,0.2131,780.0,0.8794,2.0,6.0,4.6931,1.0,6.0,4.6931,63.0,0.3333,126.0,0.6667,79.0,0.418,110.0,0.582,86.0,0.455,103.0,0.545,9.0,0.0476,7.0,0.037,0.0,0.0,2.0,10.0,104.2308,2.0,2.0,14.0,2.0,20.0,13.9535,2.0,20.0,14.0667
insttri200_131_10,189.0,877.0,0.2155,764.0,0.8712,1.0,6.0,4.6402,1.0,6.0,4.6402,87.0,0.4603,102.0,0.5397,67.0,0.3545,122.0,0.6455,102.0,0.5397,87.0,0.4603,9.0,0.0476,9.0,0.0476,0.0,0.0,2.0,10.0,93.6,3.0,3.0,4.0,2.0,21.0,14.3469,2.0,21.0,15.0
insttri200_131_4,189.0,877.0,0.2155,766.0,0.8734,2.0,6.0,4.6402,2.0,6.0,4.6402,69.0,0.3651,120.0,0.6349,71.0,0.3757,118.0,0.6243,78.0,0.4127,111.0,0.5873,10.0,0.0529,7.0,0.037,0.0,0.0,2.0,12.0,88.1667,2.0,2.0,4.0,4.0,20.0,15.1,4.0,21.0,15.0204
insttri200_131_6,189.0,877.0,0.2155,778.0,0.8871,1.0,6.0,4.6402,2.0,6.0,4.6402,69.0,0.3651,120.0,0.6349,77.0,0.4074,112.0,0.5926,94.0,0.4974,95.0,0.5026,6.0,0.0317,7.0,0.037,0.0,0.0,5.0,19.0,98.8333,2.0,2.0,5.0,3.0,20.0,14.7568,3.0,20.0,14.9524
insttri200_141_3,189.0,867.0,0.218,746.0,0.8604,1.0,6.0,4.5873,2.0,6.0,4.5873,83.0,0.4392,106.0,0.5608,83.0,0.4392,106.0,0.5608,88.0,0.4656,101.0,0.5344,10.0,0.0529,7.0,0.037,0.0,0.0,1.0,6.0,89.0,2.0,2.0,14.0,3.0,19.0,14.2292,3.0,20.0,14.1702
insttri200_141_6,189.0,867.0,0.218,748.0,0.8627,1.0,6.0,4.5873,1.0,6.0,4.5873,65.0,0.3439,124.0,0.6561,75.0,0.3968,114.0,0.6032,76.0,0.4021,113.0,0.5979,14.0,0.0741,7.0,0.037,0.0,0.0,1.0,5.0,106.4667,2.0,2.0,6.0,3.0,21.0,14.4222,3.0,22.0,15.6222
insttri200_141_7,189.0,867.0,0.218,740.0,0.8535,1.0,6.0,4.5873,1.0,6.0,4.5873,75.0,0.3968,114.0,0.6032,79.0,0.418,110.0,0.582,102.0,0.5397,87.0,0.4603,8.0,0.0423,7.0,0.037,1.0,0.0053,2.0,9.0,92.7857,2.0,2.0,15.0,3.0,21.0,13.898,3.0,21.0,14.6
insttri200_151_5,189.0,857.0,0.2205,728.0,0.8495,1.0,6.0,4.5344,2.0,6.0,4.5344,87.0,0.4603,102.0,0.5397,75.0,0.3968,114.0,0.6032,102.0,0.5397,87.0,0.4603,7.0,0.037,10.0,0.0529,0.0,0.0,7.0,31.0,85.7778,2.0,2.0,19.0,4.0,21.0,14.5741,4.0,21.0,14.6792
insttri200_161_1,189.0,847.0,0.2231,712.0,0.8406,2.0,6.0,4.4815,1.0,6.0,4.4815,85.0,0.4497,104.0,0.5503,79.0,0.418,110.0,0.582,90.0,0.4762,99.0,0.5238,5.0,0.0265,13.0,0.0688,0.0,0.0,5.0,21.0,90.9412,2.0,2.0,2.0,1.0,21.0,14.9348,1.0,21.0,15.2895
insttri200_161_5,189.0,847.0,0.2231,714.0,0.843,1.0,6.0,4.4815,1.0,6.0,4.4815,77.0,0.4074,112.0,0.5926,75.0,0.3968,114.0,0.6032,84.0,0.4444,105.0,0.5556,10.0,0.0529,9.0,0.0476,0.0,0.0,1.0,5.0,97.5714,2.0,2.0,2.0,3.0,20.0,13.9091,3.0,21.0,15.1739
insttri200_17_1,190.0,1009.0,0.1883,992.0,0.9832,2.0,6.0,5.3105,2.0,6.0,5.3105,17.0,0.0895,173.0,0.9105,17.0,0.0895,173.0,0.9105,22.0,0.1158,168.0,0.8842,3.0,0.0158,3.0,0.0158,0.0,0.0,2.0,10.0,106.5,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0
insttri200_171_6,189.0,837.0,0.2258,690.0,0.8244,2.0,6.0,4.4286,1.0,6.0,4.4286,77.0,0.4074,112.0,0.5926,77.0,0.4074,112.0,0.5926,86.0,0.455,103.0,0.545,17.0,0.0899,13.0,0.0688,0.0,0.0,4.0,14.0,88.6111,2.0,2.0,4.0,4.0,19.0,14.5333,4.0,20.0,15.12
insttri200_17_2,190.0,1009.0,0.1883,992.0,0.9832,2.0,6.0,5.3105,2.0,6.0,5.3105,17.0,0.0895,173.0,0.9105,13.0,0.0684,177.0,0.9316,30.0,0.1579,160.0,0.8421,3.0,0.0158,4.0,0.0211,0.0,0.0,1.0,6.0,108.2,2.0,2.0,23.0,9.0,19.0,17.2727,9.0,19.0,17.2727
insttri200_1_9,189.0,1007.0,0.1877,1006.0,0.999,2.0,6.0,5.328,2.0,6.0,5.328,1.0,0.0053,188.0,0.9947,1.0,0.0053,188.0,0.9947,2.0,0.0106,187.0,0.9894,3.0,0.0159,3.0,0.0159,0.0,0.0,12.0,64.0,89.8333,2.0,2.0,18.0,3.0,18.0,15.7391,3.0,18.0,15.7391
insttri200_21_7,189.0,987.0,0.1915,968.0,0.9807,2.0,6.0,5.2222,2.0,6.0,5.2222,19.0,0.1005,170.0,0.8995,21.0,0.1111,168.0,0.8889,34.0,0.1799,155.0,0.8201,3.0,0.0159,3.0,0.0159,0.0,0.0,1.0,6.0,77.8571,2.0,2.0,18.0,3.0,19.0,14.8214,3.0,19.0,14.8214
insttri200_221_2,189.0,787.0,0.2402,624.0,0.7929,1.0,6.0,4.164,1.0,6.0,4.164,89.0,0.4709,100.0,0.5291,89.0,0.4709,100.0,0.5291,100.0,0.5291,89.0,0.4709,17.0,0.0899,19.0,0.1005,0.0,0.0,7.0,26.0,64.9333,2.0,2.0,2.0,2.0,21.0,13.7,2.0,21.0,13.7931
insttri200_25_1,190.0,1001.0,0.1898,976.0,0.975,1.0,6.0,5.2684,2.0,6.0,5.2684,23.0,0.1211,167.0,0.8789,23.0,0.1211,167.0,0.8789,42.0,0.2211,148.0,0.7789,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,94.625,2.0,2.0,23.0,17.0,18.0,17.95,17.0,18.0,17.95
insttri200_25_2,190.0,1001.0,0.1898,976.0,0.975,2.0,6.0,5.2684,2.0,6.0,5.2684,23.0,0.1211,167.0,0.8789,21.0,0.1105,169.0,0.8895,40.0,0.2105,150.0,0.7895,4.0,0.0211,3.0,0.0158,0.0,0.0,4.0,22.0,108.2857,2.0,2.0,23.0,5.0,19.0,17.1905,5.0,19.0,17.1905
insttri200_31_10,189.0,977.0,0.1934,946.0,0.9683,2.0,6.0,5.1693,2.0,6.0,5.1693,29.0,0.1534,160.0,0.8466,29.0,0.1534,160.0,0.8466,48.0,0.254,141.0,0.746,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,90.0,2.0,2.0,22.0,3.0,18.0,15.72,3.0,18.0,15.72
insttri200_31_8,189.0,977.0,0.1934,946.0,0.9683,2.0,6.0,5.1693,2.0,6.0,5.1693,27.0,0.1429,162.0,0.8571,27.0,0.1429,162.0,0.8571,46.0,0.2434,143.0,0.7566,3.0,0.0159,4.0,0.0212,0.0,0.0,5.0,22.0,91.375,2.0,2.0,18.0,3.0,19.0,15.1852,3.0,19.0,15.0571
insttri200_33_1,190.0,993.0,0.1913,960.0,0.9668,2.0,6.0,5.2263,1.0,6.0,5.2263,29.0,0.1526,161.0,0.8474,25.0,0.1316,165.0,0.8684,44.0,0.2316,146.0,0.7684,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,105.6667,2.0,2.0,4.0,4.0,19.0,15.0,4.0,19.0,15.0
insttri200_41_1,190.0,985.0,0.1929,944.0,0.9584,1.0,6.0,5.1842,2.0,6.0,5.1842,35.0,0.1842,155.0,0.8158,31.0,0.1632,159.0,0.8368,56.0,0.2947,134.0,0.7053,4.0,0.0211,3.0,0.0158,0.0,0.0,3.0,13.0,99.0,2.0,2.0,27.0,14.0,19.0,17.8095,14.0,19.0,17.8571
insttri200_41_2,190.0,985.0,0.1929,948.0,0.9624,2.0,6.0,5.1842,2.0,6.0,5.1842,35.0,0.1842,155.0,0.8158,35.0,0.1842,155.0,0.8158,50.0,0.2632,140.0,0.7368,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,121.4,2.0,2.0,11.0,2.0,19.0,15.24,2.0,19.0,15.24
insttri200_41_3,189.0,967.0,0.1954,928.0,0.9597,2.0,6.0,5.1164,2.0,6.0,5.1164,37.0,0.1958,152.0,0.8042,33.0,0.1746,156.0,0.8254,62.0,0.328,127.0,0.672,3.0,0.0159,3.0,0.0159,0.0,0.0,2.0,12.0,84.75,2.0,2.0,9.0,3.0,18.0,14.931,3.0,19.0,15.0
insttri200_49_1,190.0,977.0,0.1945,930.0,0.9519,2.0,6.0,5.1421,2.0,6.0,5.1421,41.0,0.2158,149.0,0.7842,39.0,0.2053,151.0,0.7947,56.0,0.2947,134.0,0.7053,5.0,0.0263,3.0,0.0158,0.0,0.0,4.0,21.0,97.4,2.0,2.0,17.0,2.0,19.0,15.4848,2.0,19.0,15.4848
insttri200_49_2,190.0,977.0,0.1945,928.0,0.9498,2.0,6.0,5.1421,1.0,6.0,5.1421,37.0,0.1947,153.0,0.8053,29.0,0.1526,161.0,0.8474,56.0,0.2947,134.0,0.7053,3.0,0.0158,5.0,0.0263,0.0,0.0,1.0,6.0,96.1111,2.0,2.0,7.0,2.0,19.0,15.76,2.0,19.0,15.9231
insttri200_51_1,189.0,957.0,0.1975,908.0,0.9488,1.0,6.0,5.0635,2.0,6.0,5.0635,37.0,0.1958,152.0,0.8042,33.0,0.1746,156.0,0.8254,60.0,0.3175,129.0,0.6825,5.0,0.0265,5.0,0.0265,0.0,0.0,1.0,5.0,99.4545,2.0,2.0,15.0,3.0,19.0,14.3,5.0,20.0,15.7895
insttri200_51_10,189.0,957.0,0.1975,910.0,0.9509,2.0,6.0,5.0635,2.0,6.0,5.0635,41.0,0.2169,148.0,0.7831,41.0,0.2169,148.0,0.7831,68.0,0.3598,121.0,0.6402,5.0,0.0265,3.0,0.0159,0.0,0.0,1.0,6.0,100.4,2.0,2.0,9.0,2.0,19.0,14.5862,2.0,19.0,14.1707
insttri200_51_5,189.0,957.0,0.1975,908.0,0.9488,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,41.0,0.2169,148.0,0.7831,62.0,0.328,127.0,0.672,5.0,0.0265,3.0,0.0159,0.0,0.0,3.0,16.0,90.5,2.0,2.0,14.0,3.0,18.0,15.25,3.0,18.0,15.25
insttri200_51_6,189.0,957.0,0.1975,906.0,0.9467,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,47.0,0.2487,142.0,0.7513,68.0,0.3598,121.0,0.6402,6.0,0.0317,4.0,0.0212,0.0,0.0,2.0,10.0,94.5556,2.0,2.0,13.0,3.0,19.0,15.0645,3.0,19.0,15.0645
insttri200_51_9,189.0,957.0,0.1975,912.0,0.953,2.0,6.0,5.0635,2.0,6.0,5.0635,45.0,0.2381,144.0,0.7619,33.0,0.1746,156.0,0.8254,62.0,0.328,127.0,0.672,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,97.3,2.0,2.0,15.0,3.0,19.0,15.8,3.0,20.0,15.0263
insttri200_57_1,190.0,969.0,0.1961,914.0,0.9432,1.0,6.0,5.1,2.0,6.0,5.1,49.0,0.2579,141.0,0.7421,45.0,0.2368,145.0,0.7632,68.0,0.3579,122.0,0.6421,3.0,0.0158,4.0,0.0211,0.0,0.0,1.0,5.0,113.4444,2.0,2.0,2.0,3.0,19.0,16.037,5.0,20.0,16.2222
insttri200_57_2,190.0,969.0,0.1961,918.0,0.9474,1.0,6.0,5.1,2.0,6.0,5.1,43.0,0.2263,147.0,0.7737,39.0,0.2053,151.0,0.7947,68.0,0.3579,122.0,0.6421,3.0,0.0158,5.0,0.0263,0.0,0.0,8.0,44.0,121.0,2.0,2.0,16.0,7.0,19.0,16.6667,4.0,19.0,17.08
insttri200_61_10,189.0,947.0,0.1996,886.0,0.9356,2.0,6.0,5.0106,2.0,6.0,5.0106,43.0,0.2275,146.0,0.7725,39.0,0.2063,150.0,0.7937,56.0,0.2963,133.0,0.7037,4.0,0.0212,7.0,0.037,0.0,0.0,2.0,9.0,103.3077,2.0,2.0,2.0,1.0,19.0,14.0556,1.0,20.0,14.1795
insttri200_65_1,190.0,961.0,0.1977,898.0,0.9344,2.0,6.0,5.0579,2.0,6.0,5.0579,49.0,0.2579,141.0,0.7421,49.0,0.2579,141.0,0.7421,78.0,0.4105,112.0,0.5895,3.0,0.0158,4.0,0.0211,0.0,0.0,1.0,6.0,103.2,2.0,2.0,4.0,10.0,19.0,16.7931,3.0,19.0,16.2581
insttri200_65_2,190.0,961.0,0.1977,900.0,0.9365,2.0,6.0,5.0579,2.0,6.0,5.0579,55.0,0.2895,135.0,0.7105,61.0,0.3211,129.0,0.6789,74.0,0.3895,116.0,0.6105,3.0,0.0158,4.0,0.0211,0.0,0.0,2.0,10.0,86.1111,2.0,2.0,31.0,6.0,19.0,16.4,6.0,19.0,16.4
insttri200_71_10,189.0,937.0,0.2017,874.0,0.9328,2.0,6.0,4.9577,2.0,6.0,4.9577,53.0,0.2804,136.0,0.7196,57.0,0.3016,132.0,0.6984,76.0,0.4021,113.0,0.5979,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,5.0,96.0,2.0,2.0,2.0,1.0,19.0,14.931,1.0,19.0,14.931
insttri200_71_3,189.0,937.0,0.2017,872.0,0.9306,2.0,6.0,4.9577,2.0,6.0,4.9577,51.0,0.2698,138.0,0.7302,59.0,0.3122,130.0,0.6878,72.0,0.381,117.0,0.619,5.0,0.0265,4.0,0.0212,0.0,0.0,1.0,5.0,94.4375,2.0,2.0,16.0,3.0,19.0,15.25,3.0,19.0,15.25
insttri200_73_1,190.0,953.0,0.1994,880.0,0.9234,1.0,6.0,5.0158,2.0,6.0,5.0158,53.0,0.2789,137.0,0.7211,49.0,0.2579,141.0,0.7421,76.0,0.4,114.0,0.6,3.0,0.0158,9.0,0.0474,0.0,0.0,3.0,12.0,105.5455,2.0,2.0,4.0,3.0,19.0,15.4688,5.0,21.0,15.8182
insttri200_73_2,190.0,953.0,0.1994,888.0,0.9318,2.0,6.0,5.0158,2.0,6.0,5.0158,47.0,0.2474,143.0,0.7526,47.0,0.2474,143.0,0.7526,74.0,0.3895,116.0,0.6105,5.0,0.0263,3.0,0.0158,0.0,0.0,3.0,16.0,110.7273,2.0,2.0,23.0,5.0,19.0,15.9375,5.0,19.0,16.1667
insttri200_81_1,190.0,945.0,0.2011,876.0,0.927,2.0,6.0,4.9737,1.0,6.0,4.9737,47.0,0.2474,143.0,0.7526,53.0,0.2789,137.0,0.7211,76.0,0.4,114.0,0.6,5.0,0.0263,5.0,0.0263,0.0,0.0,6.0,25.0,112.9231,2.0,2.0,2.0,7.0,19.0,15.3889,7.0,20.0,15.4
insttri200_81_10,189.0,927.0,0.2039,856.0,0.9234,2.0,6.0,4.9048,2.0,6.0,4.9048,65.0,0.3439,124.0,0.6561,63.0,0.3333,126.0,0.6667,88.0,0.4656,101.0,0.5344,3.0,0.0159,5.0,0.0265,0.0,0.0,4.0,19.0,92.25,2.0,2.0,4.0,3.0,20.0,14.9444,3.0,20.0,14.9444
insttri200_81_2,190.0,945.0,0.2011,872.0,0.9228,1.0,6.0,4.9737,2.0,6.0,4.9737,59.0,0.3105,131.0,0.6895,61.0,0.3211,129.0,0.6789,80.0,0.4211,110.0,0.5789,3.0,0.0158,4.0,0.0211,0.0,0.0,11.0,55.0,92.8889,2.0,2.0,4.0,2.0,19.0,15.5625,2.0,19.0,15.6333
insttri200_81_8,189.0,927.0,0.2039,856.0,0.9234,1.0,6.0,4.9048,2.0,6.0,4.9048,45.0,0.2381,144.0,0.7619,59.0,0.3122,130.0,0.6878,76.0,0.4021,113.0,0.5979,6.0,0.0317,4.0,0.0212,0.0,0.0,6.0,27.0,80.1667,2.0,2.0,20.0,4.0,19.0,14.8235,4.0,20.0,15.0588
insttri200_81_9,189.0,927.0,0.2039,850.0,0.9169,2.0,6.0,4.9048,2.0,6.0,4.9048,61.0,0.3228,128.0,0.6772,61.0,0.3228,128.0,0.6772,76.0,0.4021,113.0,0.5979,6.0,0.0317,4.0,0.0212,0.0,0.0,2.0,10.0,94.6923,2.0,2.0,2.0,1.0,20.0,15.303,1.0,20.0,15.8485
insttri200_89_1,190.0,937.0,0.2028,854.0,0.9114,1.0,6.0,4.9316,2.0,6.0,4.9316,61.0,0.3211,129.0,0.6789,67.0,0.3526,123.0,0.6474,72.0,0.3789,118.0,0.6211,6.0,0.0316,4.0,0.0211,0.0,0.0,4.0,16.0,99.3571,2.0,2.0,2.0,3.0,19.0,15.6538,5.0,20.0,18.2083
insttri200_9_1,190.0,1017.0,0.1868,1008.0,0.9912,2.0,6.0,5.3526,2.0,6.0,5.3526,9.0,0.0474,181.0,0.9526,9.0,0.0474,181.0,0.9526,18.0,0.0947,172.0,0.9053,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,125.4,2.0,2.0,11.0,18.0,18.0,18.0,18.0,18.0,18.0
insttri200_91_5,189.0,917.0,0.2061,838.0,0.9138,1.0,6.0,4.8519,1.0,6.0,4.8519,51.0,0.2698,138.0,0.7302,67.0,0.3545,122.0,0.6455,80.0,0.4233,109.0,0.5767,7.0,0.037,6.0,0.0317,0.0,0.0,3.0,15.0,99.8333,2.0,2.0,17.0,4.0,20.0,15.175,4.0,21.0,16.2647
insttri200_91_6,189.0,917.0,0.2061,832.0,0.9073,2.0,6.0,4.8519,2.0,6.0,4.8519,65.0,0.3439,124.0,0.6561,61.0,0.3228,128.0,0.6772,84.0,0.4444,105.0,0.5556,6.0,0.0317,6.0,0.0317,0.0,0.0,2.0,10.0,97.0,2.0,2.0,12.0,3.0,21.0,14.5349,3.0,21.0,14.561
insttri200_9_2,190.0,1017.0,0.1868,1008.0,0.9912,2.0,6.0,5.3526,2.0,6.0,5.3526,9.0,0.0474,181.0,0.9526,9.0,0.0474,181.0,0.9526,18.0,0.0947,172.0,0.9053,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,118.4,2.0,2.0,23.0,9.0,18.0,17.55,9.0,18.0,17.55
insttri2010_141_0,245.0,1193.0,0.2054,1062.0,0.8902,2.0,6.0,4.8694,1.0,6.0,4.8694,85.0,0.3469,160.0,0.6531,75.0,0.3061,170.0,0.6939,112.0,0.4571,133.0,0.5429,7.0,0.0286,7.0,0.0286,0.0,0.0,3.0,18.0,128.8333,2.0,2.0,3.0,3.0,28.0,14.8636,3.0,28.0,14.9846
insttri2010_181_6,245.0,1153.0,0.2125,1006.0,0.8725,2.0,6.0,4.7061,1.0,6.0,4.7061,105.0,0.4286,140.0,0.5714,89.0,0.3633,156.0,0.6367,108.0,0.4408,137.0,0.5592,6.0,0.0245,12.0,0.049,0.0,0.0,5.0,29.0,83.7333,2.0,2.0,5.0,2.0,28.0,14.1429,2.0,28.0,14.1905
insttri2010_191_7,245.0,1143.0,0.2143,974.0,0.8521,2.0,6.0,4.6653,1.0,6.0,4.6653,93.0,0.3796,152.0,0.6204,109.0,0.4449,136.0,0.5551,120.0,0.4898,125.0,0.5102,7.0,0.0286,9.0,0.0367,0.0,0.0,1.0,7.0,93.95,2.0,2.0,3.0,4.0,28.0,14.8305,5.0,29.0,14.1719
insttri2010_191_9,245.0,1143.0,0.2143,980.0,0.8574,1.0,6.0,4.6653,1.0,6.0,4.6653,105.0,0.4286,140.0,0.5714,101.0,0.4122,144.0,0.5878,124.0,0.5061,121.0,0.4939,9.0,0.0367,7.0,0.0286,0.0,0.0,3.0,16.0,114.1176,2.0,2.0,9.0,3.0,28.0,14.4219,3.0,28.0,15.0566
insttri2010_271_2,245.0,1063.0,0.2305,844.0,0.794,1.0,6.0,4.3388,1.0,6.0,4.3388,103.0,0.4204,142.0,0.5796,105.0,0.4286,140.0,0.5714,108.0,0.4408,137.0,0.5592,15.0,0.0612,20.0,0.0816,0.0,0.0,5.0,23.0,85.5,2.0,2.0,7.0,2.0,28.0,14.303,3.0,28.0,15.0676
insttri2010_291_0,245.0,1043.0,0.2349,812.0,0.7785,1.0,6.0,4.2571,2.0,6.0,4.2571,123.0,0.502,122.0,0.498,109.0,0.4449,136.0,0.5551,132.0,0.5388,113.0,0.4612,14.0,0.0571,20.0,0.0816,0.0,0.0,2.0,10.0,96.2414,2.0,2.0,3.0,1.0,28.0,14.2464,2.0,28.0,14.7273
insttri2010_301_4,245.0,1033.0,0.2372,804.0,0.7783,1.0,6.0,4.2163,1.0,6.0,4.2163,101.0,0.4122,144.0,0.5878,117.0,0.4776,128.0,0.5224,130.0,0.5306,115.0,0.4694,22.0,0.0898,25.0,0.102,0.0,0.0,3.0,12.0,72.5333,2.0,2.0,4.0,2.0,28.0,14.5844,3.0,28.0,14.8194
insttri2010_51_5,245.0,1283.0,0.191,1232.0,0.9602,1.0,6.0,5.2367,2.0,6.0,5.2367,45.0,0.1837,200.0,0.8163,47.0,0.1918,198.0,0.8082,80.0,0.3265,165.0,0.6735,2.0,0.0082,2.0,0.0082,0.0,0.0,2.0,13.0,109.1111,2.0,2.0,98.0,2.0,28.0,14.0652,4.0,28.0,14.1333
insttri240_1_1,231.0,1259.0,0.1835,1258.0,0.9992,2.0,6.0,5.4502,2.0,6.0,5.4502,1.0,0.0043,230.0,0.9957,1.0,0.0043,230.0,0.9957,2.0,0.0087,229.0,0.9913,3.0,0.013,3.0,0.013,0.0,0.0,2.0,10.0,129.2,2.0,2.0,23.0,20.0,20.0,20.0,20.0,20.0,20.0
insttri240_1_2,231.0,1259.0,0.1835,1258.0,0.9992,2.0,6.0,5.4502,2.0,6.0,5.4502,1.0,0.0043,230.0,0.9957,1.0,0.0043,230.0,0.9957,2.0,0.0087,229.0,0.9913,3.0,0.013,3.0,0.013,0.0,0.0,9.0,44.0,124.2,2.0,2.0,23.0,20.0,20.0,20.0,20.0,20.0,20.0
insttri240_17_1,231.0,1243.0,0.1858,1226.0,0.9863,1.0,6.0,5.381,2.0,6.0,5.381,17.0,0.0736,214.0,0.9264,17.0,0.0736,214.0,0.9264,32.0,0.1385,199.0,0.8615,3.0,0.013,3.0,0.013,0.0,0.0,3.0,16.0,133.8333,2.0,2.0,23.0,5.0,20.0,19.0,5.0,20.0,19.0
insttri240_17_2,231.0,1243.0,0.1858,1226.0,0.9863,2.0,6.0,5.381,2.0,6.0,5.381,17.0,0.0736,214.0,0.9264,17.0,0.0736,214.0,0.9264,28.0,0.1212,203.0,0.8788,3.0,0.013,3.0,0.013,0.0,0.0,6.0,30.0,124.2,2.0,2.0,23.0,4.0,21.0,18.2,4.0,21.0,18.2917
insttri240_25_1,231.0,1235.0,0.187,1210.0,0.9798,2.0,6.0,5.3463,2.0,6.0,5.3463,23.0,0.0996,208.0,0.9004,23.0,0.0996,208.0,0.9004,38.0,0.1645,193.0,0.8355,3.0,0.013,3.0,0.013,0.0,0.0,3.0,16.0,142.125,2.0,2.0,23.0,14.0,21.0,19.24,14.0,21.0,19.24
insttri240_25_2,231.0,1235.0,0.187,1210.0,0.9798,2.0,6.0,5.3463,2.0,6.0,5.3463,25.0,0.1082,206.0,0.8918,21.0,0.0909,210.0,0.9091,40.0,0.1732,191.0,0.8268,3.0,0.013,3.0,0.013,0.0,0.0,7.0,35.0,128.875,2.0,2.0,39.0,2.0,21.0,17.6923,2.0,21.0,17.6923
insttri240_33_1,231.0,1227.0,0.1883,1194.0,0.9731,2.0,6.0,5.3117,2.0,6.0,5.3117,29.0,0.1255,202.0,0.8745,31.0,0.1342,200.0,0.8658,54.0,0.2338,177.0,0.7662,3.0,0.013,3.0,0.013,0.0,0.0,3.0,14.0,134.6667,2.0,2.0,11.0,2.0,21.0,17.3462,2.0,21.0,17.3462
insttri240_33_2,231.0,1227.0,0.1883,1194.0,0.9731,2.0,6.0,5.3117,2.0,6.0,5.3117,29.0,0.1255,202.0,0.8745,31.0,0.1342,200.0,0.8658,50.0,0.2165,181.0,0.7835,4.0,0.0173,3.0,0.013,0.0,0.0,1.0,6.0,121.375,2.0,2.0,23.0,12.0,21.0,19.6818,12.0,21.0,19.6818
insttri240_41_2,231.0,1219.0,0.1895,1180.0,0.968,2.0,6.0,5.2771,2.0,6.0,5.2771,33.0,0.1429,198.0,0.8571,33.0,0.1429,198.0,0.8571,50.0,0.2165,181.0,0.7835,4.0,0.0173,3.0,0.013,0.0,0.0,1.0,6.0,133.25,2.0,2.0,23.0,12.0,21.0,19.2,12.0,21.0,19.2
insttri240_49_1,231.0,1211.0,0.1908,1162.0,0.9595,2.0,6.0,5.2424,2.0,6.0,5.2424,39.0,0.1688,192.0,0.8312,45.0,0.1948,186.0,0.8052,72.0,0.3117,159.0,0.6883,4.0,0.0173,3.0,0.013,0.0,0.0,6.0,29.0,120.75,2.0,2.0,11.0,2.0,21.0,18.36,2.0,21.0,18.0385
insttri240_49_2,231.0,1211.0,0.1908,1166.0,0.9628,2.0,6.0,5.2424,1.0,6.0,5.2424,41.0,0.1775,190.0,0.8225,43.0,0.1861,188.0,0.8139,64.0,0.2771,167.0,0.7229,4.0,0.0173,5.0,0.0216,0.0,0.0,3.0,16.0,138.8889,2.0,2.0,26.0,3.0,21.0,17.4828,3.0,21.0,17.4828
insttri240_57_1,231.0,1203.0,0.192,1148.0,0.9543,2.0,6.0,5.2078,2.0,6.0,5.2078,51.0,0.2208,180.0,0.7792,45.0,0.1948,186.0,0.8052,80.0,0.3463,151.0,0.6537,3.0,0.013,4.0,0.0173,0.0,0.0,5.0,27.0,134.3,2.0,2.0,23.0,11.0,21.0,18.2258,11.0,21.0,18.4333
